X,Y,ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
-93.300076604622561,45.004363130199074,4310,Feb14,1234Feb14,Toluene,2.7,ug/m3,108-88-3,400,ug/m3,HRV,Glen Gale Park co-located,MPRB,2466 Ilion Ave N,Minneapolis,MN,55401
-93.227428787583762,44.963855355145029,4311,Feb14,1235Feb14,2-Butanone (MEK),3.2,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4312,Feb14,1235Feb14,2-Propanol,1.3,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4313,Feb14,1235Feb14,Acetone,6.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4314,Feb14,1235Feb14,Benzene,1.1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4315,Feb14,1235Feb14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4316,Feb14,1235Feb14,Ethanol,8.5,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4317,Feb14,1235Feb14,Propylene,1.7,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.227428787583762,44.963855355145029,4318,Feb14,1235Feb14,Toluene,7.5,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,914 Franklin Terrace,Minneapolis,MN,55406
-93.301871955091514,45.017049293000092,4319,Feb14,1249Feb14,Acetone,7.9,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4320,Feb14,1249Feb14,Benzene,0.94,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4321,Feb14,1249Feb14,Chloromethane,1.4,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4322,Feb14,1249Feb14,Dichlorodifluoromethane,3.5,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4323,Feb14,1249Feb14,Ethanol,13.8,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4324,Feb14,1249Feb14,Methylene Chloride,1.9,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4325,Feb14,1249Feb14,n-Hexane,0.92,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4326,Feb14,1249Feb14,Toluene,1.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.301871955091514,45.017049293000092,4327,Feb14,1249Feb14,Trichlorofluoromethane,1.7,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3406 Knox Ave N,Minneapolis,MN,55412
-93.225120766785551,44.910816976275392,4328,Feb14,1255Feb14,Benzene,1.3,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3206 51st St E,Minneapolis,MN,55417
-93.225120766785551,44.910816976275392,4329,Feb14,1255Feb14,Cyclohexane,1.3,ug/m3,110-82-7,1050000,ug/m3,REL,,Volunteer,3206 51st St E,Minneapolis,MN,55417
-93.225120766785551,44.910816976275392,4330,Feb14,1255Feb14,Dichlorodifluoromethane,1.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3206 51st St E,Minneapolis,MN,55417
-93.225120766785551,44.910816976275392,4331,Feb14,1255Feb14,Ethanol,16.5,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3206 51st St E,Minneapolis,MN,55417
-93.315327712832826,44.935044205884694,4332,Feb14,1260Feb14,2-Butanone (MEK),1.6,ug/m3,78-93-3,10000,ug/m3,HRV,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4333,Feb14,1260Feb14,Acetone,4.9,ug/m3,67-64-1,590000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4334,Feb14,1260Feb14,Benzene,0.63,ug/m3,71-43-2,1.3,ug/m3,HRV,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4335,Feb14,1260Feb14,Chloromethane,1,ug/m3,74-87-3,206544,ug/m3,PEL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4336,Feb14,1260Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4337,Feb14,1260Feb14,Ethanol,4.9,ug/m3,64-17-5,1900000,ug/m3,REL,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.315327712832826,44.935044205884694,4338,Feb14,1260Feb14,Methylene Chloride,1.3,ug/m3,75-09-2,20,ug/m3,HRV,Lake Calhoun Thomas Beach co-located,MPRB,3706 Upton Ave S,Minneapolis,MN,55410
-93.29070173421519,44.93741855279557,4339,Feb14,1261Feb14,2-Butanone (MEK),1.5,ug/m3,78-93-3,10000,ug/m3,HRV,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4340,Feb14,1261Feb14,2-Propanol,1.8,ug/m3,67-63-0,980000,ug/m3,REL,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4341,Feb14,1261Feb14,Acetone,12.9,ug/m3,67-64-1,590000,ug/m3,REL,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4342,Feb14,1261Feb14,Benzene,1.2,ug/m3,71-43-2,1.3,ug/m3,HRV,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4343,Feb14,1261Feb14,Dichlorodifluoromethane,2.9,ug/m3,75-71-8,4950000,ug/m3,REL,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4344,Feb14,1261Feb14,Ethanol,11,ug/m3,64-17-5,1900000,ug/m3,REL,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4345,Feb14,1261Feb14,Propylene,1.6,ug/m3,115-07-1,1050000,ug/m3,REL,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.29070173421519,44.93741855279557,4346,Feb14,1261Feb14,Toluene,2.1,ug/m3,108-88-3,400,ug/m3,HRV,GVP North Side,business,3607 Bryant Ave S,Minneapolis,MN,55409
-93.211954794775096,44.984523834278448,4347,Feb14,1285Feb14,2-Butanone (MEK),1.9,ug/m3,78-93-3,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4348,Feb14,1285Feb14,Acetone,6.7,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4349,Feb14,1285Feb14,Benzene,0.77,ug/m3,71-43-2,1.3,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4350,Feb14,1285Feb14,Chloromethane,0.97,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4351,Feb14,1285Feb14,Dichlorodifluoromethane,1.9,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4352,Feb14,1285Feb14,Ethanol,13.3,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4353,Feb14,1285Feb14,Methylene Chloride,9.8,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4354,Feb14,1285Feb14,Toluene,1.7,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp NW,business,782 29th Ave SE,Minneapolis,MN,55414
-93.270321325682673,45.023468655064221,4355,Feb14,1465Feb14,Acetone,2.6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.270321325682673,45.023468655064221,4356,Feb14,1465Feb14,Benzene,3.8,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.270321325682673,45.023468655064221,4357,Feb14,1465Feb14,Ethanol,5.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.270321325682673,45.023468655064221,4358,Feb14,1465Feb14,Methylene Chloride,4.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.270321325682673,45.023468655064221,4359,Feb14,1465Feb14,Toluene,3.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.270321325682673,45.023468655064221,4360,Feb14,1465Feb14,Trichloroethene,1.8,ug/m3,79-01-6,3,ug/m3,HRV,,Volunteer,3041 Grand Street NE,Minneapolis,MN,55418
-93.304925762628514,44.949401365050534,4361,Feb14,1476Feb14,Acetone,2.6,ug/m3,67-64-1,590000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4362,Feb14,1476Feb14,Benzene,0.72,ug/m3,71-43-2,1.3,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4363,Feb14,1476Feb14,Chloromethane,1.1,ug/m3,74-87-3,206544,ug/m3,PEL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4364,Feb14,1476Feb14,Dichlorodifluoromethane,2.4,ug/m3,75-71-8,4950000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4365,Feb14,1476Feb14,Ethanol,3.5,ug/m3,64-17-5,1900000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4366,Feb14,1476Feb14,Methylene Chloride,6.5,ug/m3,75-09-2,20,ug/m3,HRV,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.304925762628514,44.949401365050534,4367,Feb14,1476Feb14,Propylene,1.6,ug/m3,115-07-1,1050000,ug/m3,REL,Greenway co-located,MPRB,2885 Knox Ave S,Minneapolis,MN,55405
-93.242422278733486,44.901138960053842,4368,Feb14,1493Feb14,2-Propanol,15,ug/m3,67-63-0,980000,ug/m3,REL,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4369,Feb14,1493Feb14,Acetone,12.4,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4370,Feb14,1493Feb14,Benzene,1.5,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4371,Feb14,1493Feb14,Ethanol,15.3,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4372,Feb14,1493Feb14,Methylene Chloride,48.1,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4373,Feb14,1493Feb14,n-Hexane,7.6,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4374,Feb14,1493Feb14,Propylene,3.4,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.242422278733486,44.901138960053842,4375,Feb14,1493Feb14,Toluene,4.9,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,5615 21st Ave,Minneapolis,MN,55417
-93.211954794775096,44.984523834278448,4376,Feb14,1495Feb14,2-Butanone (MEK),0.95,ug/m3,78-93-3,10000,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4377,Feb14,1495Feb14,2-Propanol,16.2,ug/m3,67-63-0,980000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4378,Feb14,1495Feb14,Acetone,15.6,ug/m3,67-64-1,590000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4379,Feb14,1495Feb14,Benzene,0.89,ug/m3,71-43-2,1.3,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4380,Feb14,1495Feb14,Chloromethane,0.99,ug/m3,74-87-3,206544,ug/m3,PEL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4381,Feb14,1495Feb14,Cyclohexane,1.1,ug/m3,110-82-7,1050000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4382,Feb14,1495Feb14,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4383,Feb14,1495Feb14,Ethanol,9.1,ug/m3,64-17-5,1900000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4384,Feb14,1495Feb14,Methylene Chloride,4.1,ug/m3,75-09-2,20,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4385,Feb14,1495Feb14,n-Heptane,5.9,ug/m3,142-82-5,350000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4386,Feb14,1495Feb14,Propylene,2.9,ug/m3,115-07-1,1050000,ug/m3,REL,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.211954794775096,44.984523834278448,4387,Feb14,1495Feb14,Toluene,4.7,ug/m3,108-88-3,400,ug/m3,HRV,Kohl & Madden Printing Inc Corp SE,business,782 29th Ave SE,Minneapolis,MN,55414
-93.266233835731384,44.96273110878478,4388,Feb14,1519Feb14,Acetone,1.4,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.266233835731384,44.96273110878478,4389,Feb14,1519Feb14,Benzene,0.8,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.266233835731384,44.96273110878478,4390,Feb14,1519Feb14,Dichlorodifluoromethane,1.8,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.266233835731384,44.96273110878478,4391,Feb14,1519Feb14,Ethanol,8.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.266233835731384,44.96273110878478,4392,Feb14,1519Feb14,Methylene Chloride,7.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.266233835731384,44.96273110878478,4393,Feb14,1519Feb14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,620 Franklin Ave E,Minneapolis,MN,55404
-93.256269249187781,44.915369640863979,4394,Feb14,1526Feb14,Acetone,1.2,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4395,Feb14,1526Feb14,Benzene,0.9,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4396,Feb14,1526Feb14,Chloromethane,1.1,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4397,Feb14,1526Feb14,Dichlorodifluoromethane,2,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4398,Feb14,1526Feb14,Ethanol,9.6,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4399,Feb14,1526Feb14,Methylene Chloride,1.6,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4400,Feb14,1526Feb14,Propylene,1.5,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.256269249187781,44.915369640863979,4401,Feb14,1526Feb14,Toluene,1.5,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,4820 13th Ave S,Minneapolis,MN,55417
-93.254829433043653,44.965130132816576,4402,Feb14,1527Feb14,2-Butanone (MEK),2.8,ug/m3,78-93-3,10000,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4403,Feb14,1527Feb14,Acetone,6.7,ug/m3,67-64-1,590000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4404,Feb14,1527Feb14,Benzene,0.87,ug/m3,71-43-2,1.3,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4405,Feb14,1527Feb14,Dichlorodifluoromethane,2.2,ug/m3,75-71-8,4950000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4406,Feb14,1527Feb14,Ethanol,13.6,ug/m3,64-17-5,1900000,ug/m3,REL,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4407,Feb14,1527Feb14,Methylene Chloride,2.6,ug/m3,75-09-2,20,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4408,Feb14,1527Feb14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.254829433043653,44.965130132816576,4409,Feb14,1527Feb14,Toluene,1.2,ug/m3,108-88-3,400,ug/m3,HRV,MPCA - 962,MPCA,1445 18th St E,Minneapolis,MN,55404
-93.225971150661039,44.989666467730686,4410,Feb14,1544Feb14,Acetone,3.7,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4411,Feb14,1544Feb14,Benzene,1,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4412,Feb14,1544Feb14,Chloromethane,1.3,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4413,Feb14,1544Feb14,Dichlorodifluoromethane,2.7,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4414,Feb14,1544Feb14,Ethanol,28.2,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4415,Feb14,1544Feb14,Methylene Chloride,10.3,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4416,Feb14,1544Feb14,n-Hexane,1,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4417,Feb14,1544Feb14,Propylene,2.6,ug/m3,115-07-1,1050000,ug/m3,REL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4418,Feb14,1544Feb14,Toluene,1.9,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.225971150661039,44.989666467730686,4419,Feb14,1544Feb14,Trichlorofluoromethane,1.7,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,1819 Talmage Ave SE,Minneapolis,MN,55414
-93.208892030136397,44.931148988238043,4420,Feb14,1550Feb14,"1,2,4-Trimethylbenzene",115,ug/m3,95-63-6,125000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4421,Feb14,1550Feb14,"1,3,5-Trimethylbenzene",153,ug/m3,108-67-8,125000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4422,Feb14,1550Feb14,2-Butanone (MEK),2.7,ug/m3,78-93-3,10000,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4423,Feb14,1550Feb14,4-Ethyltoluene,95.8,ug/m3,622-96-8,4000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4424,Feb14,1550Feb14,Acetone,8.6,ug/m3,67-64-1,590000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4425,Feb14,1550Feb14,Benzene,1.3,ug/m3,71-43-2,1.3,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4426,Feb14,1550Feb14,Chloromethane,1.4,ug/m3,74-87-3,206544,ug/m3,PEL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4427,Feb14,1550Feb14,Dichlorodifluoromethane,2.6,ug/m3,75-71-8,4950000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4428,Feb14,1550Feb14,Ethanol,22.1,ug/m3,64-17-5,1900000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4429,Feb14,1550Feb14,Ethylbenzene,33,ug/m3,100-41-4,10000,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4430,Feb14,1550Feb14,m&p-Xylene,162,ug/m3,179601-23-1,350000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4431,Feb14,1550Feb14,Methylene Chloride,34.4,ug/m3,75-09-2,20,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4432,Feb14,1550Feb14,Naphthalene,3.4,ug/m3,91-20-3,9,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4433,Feb14,1550Feb14,n-Hexane,2.2,ug/m3,110-54-3,2000,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4434,Feb14,1550Feb14,o-Xylene,57.4,ug/m3,95-47-6,43000,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4435,Feb14,1550Feb14,Toluene,2.1,ug/m3,108-88-3,400,ug/m3,HRV,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.208892030136397,44.931148988238043,4436,Feb14,1550Feb14,Trichlorofluoromethane,1.6,ug/m3,75-69-4,5600000,ug/m3,REL,,Volunteer,3945 45th Ave S,Minneapolis,MN,55406
-93.315832444749944,45.006113035090884,4437,Feb14,1554Feb14,2-Butanone (MEK),0.89,ug/m3,78-93-3,10000,ug/m3,HRV,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4438,Feb14,1554Feb14,2-Propanol,1.7,ug/m3,67-63-0,980000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4439,Feb14,1554Feb14,Acetone,4.7,ug/m3,67-64-1,590000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4440,Feb14,1554Feb14,Benzene,1.3,ug/m3,71-43-2,1.3,ug/m3,HRV,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4441,Feb14,1554Feb14,Chloromethane,1.8,ug/m3,74-87-3,206544,ug/m3,PEL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4442,Feb14,1554Feb14,Dichlorodifluoromethane,3.6,ug/m3,75-71-8,4950000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
-93.315832444749944,45.006113035090884,4443,Feb14,1554Feb14,Ethanol,7.7,ug/m3,64-17-5,1900000,ug/m3,REL,Theodore Wirth Park co-located,MPRB,2600 Vincent Ave N,Minneapolis,MN,55422
